"ContentId","StableId","ContentType","ContentSubtype","SourceKind","SeasonId","SeasonNumber","UniverseYearOrDate","RaceOrEventId","DriverId","TeamId","StoryThreadId","Title","ContentProvenance","ExpectedAssetId","ConfiguredAssetPath","ResolvedPhysicalFile","CurrentFallbackPath","UiSurfaces","Ships","ReachableInUi","ImageWidth","ImageHeight","AspectRatio","FileFormat","FileSizeBytes","HasAlpha","DecodeStatus","BuildCopyStatus","PublishPackageStatus","Sha256","PerceptualHash","ExactReuseCount","NearDuplicateReuseCount","ExactDuplicateGroup","NearDuplicateGroup","PlaceholderDetectionReason","CurrentAuditStatus","Severity","RecommendedAction","NewArtRequired","Notes","SourceFile","SourceLocator"
"historical-race:1999:16","historical-race:1999:16","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:16","","","","Japanese Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=16]"
"historical-race:1999:2","historical-race:1999:2","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:2","","","","Brazilian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=2]"
"historical-race:1999:3","historical-race:1999:3","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:3","","","","San Marino Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=3]"
"historical-race:1999:4","historical-race:1999:4","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:4","","","","Monaco Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=4]"
"historical-race:1999:5","historical-race:1999:5","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:5","","","","Spanish Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=5]"
"historical-race:1999:6","historical-race:1999:6","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:6","","","","Canadian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=6]"
"historical-race:1999:7","historical-race:1999:7","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:7","","","","French Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=7]"
"historical-race:1999:8","historical-race:1999:8","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:8","","","","British Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=8]"
"historical-race:1999:9","historical-race:1999:9","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-1999","","1999","round:9","","","","Austrian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/1999.json","rounds[round=9]"
"historical-race:2000:1","historical-race:2000:1","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-2000","","2000","round:1","","","","Australian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/2000.json","rounds[round=1]"
"historical-race:2000:10","historical-race:2000:10","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-2000","","2000","round:10","","","","Austrian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/2000.json","rounds[round=10]"
"historical-race:2000:11","historical-race:2000:11","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-2000","","2000","round:11","","","","German Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/2000.json","rounds[round=11]"
"historical-race:2000:12","historical-race:2000:12","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-2000","","2000","round:12","","","","Hungarian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/2000.json","rounds[round=12]"
"historical-race:2000:13","historical-race:2000:13","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-2000","","2000","round:13","","","","Belgian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/2000.json","rounds[round=13]"
"historical-race:2000:14","historical-race:2000:14","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-2000","","2000","round:14","","","","Italian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/2000.json","rounds[round=14]"
"historical-race:2000:15","historical-race:2000:15","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-2000","","2000","round:15","","","","United States Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/2000.json","rounds[round=15]"
"historical-race:2000:16","historical-race:2000:16","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-2000","","2000","round:16","","","","Japanese Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/2000.json","rounds[round=16]"
"historical-race:2000:17","historical-race:2000:17","HISTORY","VERIFIED_HISTORICAL_RACE","SEEDED","f1-2000","","2000","round:17","","","","Malaysian Grand Prix","verifiedHistorical","","","","Vector circuit map and results table by current design","History real-season round expander; circuit/entity archive","True","True","","","","","","","INTENTIONALLY_IMAGELESS","NOT_APPLICABLE","NOT_APPLICABLE","","","","","","","","INTENTIONALLY_IMAGELESS","P4","Owner review in Stage B: retain the vector-first race record or authorize race-specific editorial images.","False","No raster editorial slot exists. This is not counted as a broken reference.","data/history/2000.json","rounds[round=17]"
